asset_id,longitude,latitude,taxonomy,num_buildings,built_up_area,structural_replacement_cost,structural_retrofit_cost,structural_insurance_limit,structural_insurance_deductible,nonstructural_replacement_cost,nonstructural_retrofit_cost,nonstructural_insurance_limit,nonstructural_insurance_deductible,contents_replacement_cost,contents_retrofit_cost,contents_insurance_limit,contents_insurance_deductible,downtime_cost,downtime_insurance_limit,downtime_insurance_deductible,day_occupants,night_occupants,transit_occupants
1236,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-1-T-F-F-F-T,701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
1237,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-2-T-F-F-F-T,829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
1238,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-3-T-F-F-F-T,214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
1239,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-4-T-F-F-F-T,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
1240,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-5-T-F-F-F-T,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
1241,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-6-T-F-F-F-T,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
1242,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-1-T-F-F-T-T,2896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
1243,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-2-T-F-F-T-T,3428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
1244,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-3-T-F-F-T-T,884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
1245,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-4-T-F-F-T-T,217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
1246,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-5-T-F-F-T-T,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
1247,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-6-T-F-F-T-T,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
1248,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-1-T-T-F-F-T,394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
1249,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-2-T-T-F-F-T,466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
1250,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-3-T-T-F-F-T,120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
1251,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-4-T-T-F-F-T,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
1252,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-5-T-T-F-F-T,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
1253,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-6-T-T-F-F-T,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
1254,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-1-T-T-F-T-T,1627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
1255,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-2-T-T-F-T-T,1926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
1256,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-3-T-T-F-T-T,497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
1257,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-4-T-T-F-T-T,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
1258,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-5-T-T-F-T-T,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
1259,35.266895179545088,32.426895413152288,PSE-RCFw/oERD-6-T-T-F-T-T,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
1260,35.266895179545088,32.426895413152288,PSE-MURsimplestone-1-T-F-F-F-T,322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1261,35.266895179545088,32.426895413152288,PSE-MURsimplestone-2-T-F-F-F-T,382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1262,35.266895179545088,32.426895413152288,PSE-MURsimplestone-3-T-F-F-F-T,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1263,35.266895179545088,32.426895413152288,PSE-MURsimplestone-4-T-F-F-F-T,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1264,35.266895179545088,32.426895413152288,PSE-MURsimplestone-5-T-F-F-F-T,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1265,35.266895179545088,32.426895413152288,PSE-MURsimplestone-6-T-F-F-F-T,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1266,35.266895179545088,32.426895413152288,PSE-MURsimplestone-1-T-F-F-T-T,1333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1267,35.266895179545088,32.426895413152288,PSE-MURsimplestone-2-T-F-F-T-T,1577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1268,35.266895179545088,32.426895413152288,PSE-MURsimplestone-3-T-F-F-T-T,407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1269,35.266895179545088,32.426895413152288,PSE-MURsimplestone-4-T-F-F-T-T,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1270,35.266895179545088,32.426895413152288,PSE-MURsimplestone-5-T-F-F-T-T,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1271,35.266895179545088,32.426895413152288,PSE-MURsimplestone-6-T-F-F-T-T,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1272,35.472388182287425,32.309584301919315,PSE-MURsimplestone-1-T-F-T-F-T,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1273,35.472388182287425,32.309584301919315,PSE-MURsimplestone-2-T-F-T-F-T,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1274,35.472388182287425,32.309584301919315,PSE-MURsimplestone-3-T-F-T-F-T,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1275,35.472388182287425,32.309584301919315,PSE-MURsimplestone-4-T-F-T-F-T,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1276,35.472388182287425,32.309584301919315,PSE-MURsimplestone-5-T-F-T-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1277,35.472388182287425,32.309584301919315,PSE-MURsimplestone-6-T-F-T-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1278,35.472388182287425,32.309584301919315,PSE-MURsimplestone-1-T-F-T-T-T,102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1279,35.472388182287425,32.309584301919315,PSE-MURsimplestone-2-T-F-T-T-T,121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1280,35.472388182287425,32.309584301919315,PSE-MURsimplestone-3-T-F-T-T-T,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1281,35.472388182287425,32.309584301919315,PSE-MURsimplestone-4-T-F-T-T-T,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1282,35.472388182287425,32.309584301919315,PSE-MURsimplestone-5-T-F-T-T-T,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1283,35.472388182287425,32.309584301919315,PSE-MURsimplestone-6-T-F-T-T-T,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1284,35.472388182287425,32.309584301919315,PSE-MURadobe-1-T-F-F-F-T,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1285,35.472388182287425,32.309584301919315,PSE-MURadobe-2-T-F-F-F-T,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1286,35.472388182287425,32.309584301919315,PSE-MURadobe-3-T-F-F-F-T,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1287,35.472388182287425,32.309584301919315,PSE-MURadobe-4-T-F-F-F-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1288,35.472388182287425,32.309584301919315,PSE-MURadobe-5-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1289,35.472388182287425,32.309584301919315,PSE-MURadobe-6-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1290,35.472388182287425,32.309584301919315,PSE-MURadobe-1-T-F-F-T-T,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1291,35.472388182287425,32.309584301919315,PSE-MURadobe-2-T-F-F-T-T,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1292,35.472388182287425,32.309584301919315,PSE-MURadobe-3-T-F-F-T-T,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1293,35.472388182287425,32.309584301919315,PSE-MURadobe-4-T-F-F-T-T,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1294,35.472388182287425,32.309584301919315,PSE-MURadobe-5-T-F-F-T-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1295,35.472388182287425,32.309584301919315,PSE-MURadobe-6-T-F-F-T-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1296,35.472388182287425,32.309584301919315,PSE-MURmanufactured-1-T-F-F-F-T,362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1297,35.472388182287425,32.309584301919315,PSE-MURmanufactured-2-T-F-F-F-T,428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1298,35.472388182287425,32.309584301919315,PSE-MURmanufactured-3-T-F-F-F-T,110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1299,35.472388182287425,32.309584301919315,PSE-MURmanufactured-4-T-F-F-F-T,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1300,35.472388182287425,32.309584301919315,PSE-MURmanufactured-5-T-F-F-F-T,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1301,35.472388182287425,32.309584301919315,PSE-MURmanufactured-6-T-F-F-F-T,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1302,35.472388182287425,32.309584301919315,PSE-MURmanufactured-1-T-F-F-T-T,1559,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1303,35.472388182287425,32.309584301919315,PSE-MURmanufactured-2-T-F-F-T-T,1845,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1304,35.472388182287425,32.309584301919315,PSE-MURmanufactured-3-T-F-F-T-T,476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1305,35.472388182287425,32.309584301919315,PSE-MURmanufactured-4-T-F-F-T-T,117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1306,35.472388182287425,32.309584301919315,PSE-MURmanufactured-5-T-F-F-T-T,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1307,35.472388182287425,32.309584301919315,PSE-MURmanufactured-6-T-F-F-T-T,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1308,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-1-T-F-F-F-T,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
1309,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-2-T-F-F-F-T,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
1310,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-3-T-F-F-F-T,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
1311,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-4-T-F-F-F-T,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
1312,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-5-T-F-F-F-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
1313,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-6-T-F-F-F-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
1314,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-1-T-F-F-T-T,287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
1315,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-2-T-F-F-T-T,340,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
1316,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-3-T-F-F-T-T,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
1317,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-4-T-F-F-T-T,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
1318,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-5-T-F-F-T-T,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
1319,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-6-T-F-F-T-T,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
1320,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-1-T-T-F-F-T,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
1321,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-2-T-T-F-F-T,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
1322,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-3-T-T-F-F-T,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
1323,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-4-T-T-F-F-T,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
1324,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-5-T-T-F-F-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
1325,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-6-T-T-F-F-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
1326,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-1-T-T-F-T-T,289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
1327,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-2-T-T-F-T-T,343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
1328,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-3-T-T-F-T-T,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
1329,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-4-T-T-F-T-T,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
1330,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-5-T-T-F-T-T,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
1331,35.472388182287425,32.309584301919315,PSE-RCFw/oERD-6-T-T-F-T-T,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
1332,35.472388182287425,32.309584301919315,PSE-MURsimplestone-1-T-F-F-F-T,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1333,35.472388182287425,32.309584301919315,PSE-MURsimplestone-2-T-F-F-F-T,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1334,35.472388182287425,32.309584301919315,PSE-MURsimplestone-3-T-F-F-F-T,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1335,35.472388182287425,32.309584301919315,PSE-MURsimplestone-4-T-F-F-F-T,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1336,35.472388182287425,32.309584301919315,PSE-MURsimplestone-5-T-F-F-F-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1337,35.472388182287425,32.309584301919315,PSE-MURsimplestone-6-T-F-F-F-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1338,35.472388182287425,32.309584301919315,PSE-MURsimplestone-1-T-F-F-T-T,143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1339,35.472388182287425,32.309584301919315,PSE-MURsimplestone-2-T-F-F-T-T,169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1340,35.472388182287425,32.309584301919315,PSE-MURsimplestone-3-T-F-F-T-T,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1341,35.472388182287425,32.309584301919315,PSE-MURsimplestone-4-T-F-F-T-T,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1342,35.472388182287425,32.309584301919315,PSE-MURsimplestone-5-T-F-F-T-T,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1343,35.472388182287425,32.309584301919315,PSE-MURsimplestone-6-T-F-F-T-T,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1344,35.089571007743288,32.316030261955767,PSE-MURsimplestone-1-T-F-T-F-T,307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1345,35.089571007743288,32.316030261955767,PSE-MURsimplestone-2-T-F-T-F-T,363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1346,35.089571007743288,32.316030261955767,PSE-MURsimplestone-3-T-F-T-F-T,94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1347,35.089571007743288,32.316030261955767,PSE-MURsimplestone-4-T-F-T-F-T,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1348,35.089571007743288,32.316030261955767,PSE-MURsimplestone-5-T-F-T-F-T,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1349,35.089571007743288,32.316030261955767,PSE-MURsimplestone-6-T-F-T-F-T,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1350,35.089571007743288,32.316030261955767,PSE-MURsimplestone-1-T-F-T-T-T,787,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1351,35.089571007743288,32.316030261955767,PSE-MURsimplestone-2-T-F-T-T-T,932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1352,35.089571007743288,32.316030261955767,PSE-MURsimplestone-3-T-F-T-T-T,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1353,35.089571007743288,32.316030261955767,PSE-MURsimplestone-4-T-F-T-T-T,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1354,35.089571007743288,32.316030261955767,PSE-MURsimplestone-5-T-F-T-T-T,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1355,35.089571007743288,32.316030261955767,PSE-MURsimplestone-6-T-F-T-T-T,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1356,35.089571007743288,32.316030261955767,PSE-MURadobe-1-T-F-F-F-T,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1357,35.089571007743288,32.316030261955767,PSE-MURadobe-2-T-F-F-F-T,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1358,35.089571007743288,32.316030261955767,PSE-MURadobe-3-T-F-F-F-T,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1359,35.089571007743288,32.316030261955767,PSE-MURadobe-4-T-F-F-F-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1360,35.089571007743288,32.316030261955767,PSE-MURadobe-5-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1361,35.089571007743288,32.316030261955767,PSE-MURadobe-6-T-F-F-F-T,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1362,35.089571007743288,32.316030261955767,PSE-MURadobe-1-T-F-F-T-T,29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1363,35.089571007743288,32.316030261955767,PSE-MURadobe-2-T-F-F-T-T,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1364,35.089571007743288,32.316030261955767,PSE-MURadobe-3-T-F-F-T-T,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1365,35.089571007743288,32.316030261955767,PSE-MURadobe-4-T-F-F-T-T,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1366,35.089571007743288,32.316030261955767,PSE-MURadobe-5-T-F-F-T-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1367,35.089571007743288,32.316030261955767,PSE-MURadobe-6-T-F-F-T-T,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1368,35.089571007743288,32.316030261955767,PSE-MURmanufactured-1-T-F-F-F-T,1759,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1369,35.089571007743288,32.316030261955767,PSE-MURmanufactured-2-T-F-F-F-T,2082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1370,35.089571007743288,32.316030261955767,PSE-MURmanufactured-3-T-F-F-F-T,537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1371,35.089571007743288,32.316030261955767,PSE-MURmanufactured-4-T-F-F-F-T,132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1372,35.089571007743288,32.316030261955767,PSE-MURmanufactured-5-T-F-F-F-T,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1373,35.089571007743288,32.316030261955767,PSE-MURmanufactured-6-T-F-F-F-T,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1374,35.089571007743288,32.316030261955767,PSE-MURmanufactured-1-T-F-F-T-T,4519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3
1375,35.089571007743288,32.316030261955767,PSE-MURmanufactured-2-T-F-F-T-T,5348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,6
1376,35.089571007743288,32.316030261955767,PSE-MURmanufactured-3-T-F-F-T-T,1379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,15,9
1377,35.089571007743288,32.316030261955767,PSE-MURmanufactured-4-T-F-F-T-T,339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,12
1378,35.089571007743288,32.316030261955767,PSE-MURmanufactured-5-T-F-F-T-T,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,25,15
1379,35.089571007743288,32.316030261955767,PSE-MURmanufactured-6-T-F-F-T-T,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,30,18
1380,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-1-T-F-F-F-T,222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
1381,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-2-T-F-F-F-T,262,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
1382,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-3-T-F-F-F-T,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
1383,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-4-T-F-F-F-T,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
1384,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-5-T-F-F-F-T,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
1385,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-6-T-F-F-F-T,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
1386,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-1-T-F-F-T-T,569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
1387,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-2-T-F-F-T-T,674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
1388,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-3-T-F-F-T-T,174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
1389,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-4-T-F-F-T-T,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
1390,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-5-T-F-F-T-T,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
1391,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-6-T-F-F-T-T,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
1392,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-1-T-T-F-F-T,119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
1393,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-2-T-T-F-F-T,141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
1394,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-3-T-T-F-F-T,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
1395,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-4-T-T-F-F-T,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,80,48
1396,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-5-T-T-F-F-T,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,100,60
1397,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-6-T-T-F-F-T,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,120,72
1398,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-1-T-T-F-T-T,306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,20,12
1399,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-2-T-T-F-T-T,362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,40,24
1400,35.089571007743288,32.316030261955767,PSE-RCFw/oERD-3-T-T-F-T-T,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,60,36
